review,sentiment
"I enjoyed the acting in this movie. Except for the sister. She reminded me of Janice on Friends. I could never quite believe she was anything but obnoxious. <br /><br />My main problems with the movie were the anticlimatic ending and the execution scene with the sister and brother-in-law. The guy falling out of the exploding car? Maybe if his hand had been blown off and he ran to the mute for help and she kissed him and rushed him to a hospital, maybe then I could have gone for the ending. I think somebody needed to die in the execution scene. Mainly the brother-in-law. He was such a pain in the ass anyway. Or maybe the sister needed to accidentally kill the guy who saved the mute. I could have even bought into the brother-in-law killing the hero and the ending being the two sisters being put in snuff films. <br /><br />It is worth watching again and as I always say, it is much easier to be a reviewer instead of an author.",positive
"For a mature man, to admit that he shed a tear over this film is a mature response, to a mature film.<br /><br />If one need admit more then perhaps one could say that, ""Life"" can never be the same, after viewing such advent for it has moved us to the next level.<br /><br />",positive
"I am SURE there is some sort of IMDB cult that likes movies that MST3K made fun of. After seeing both this and ""Werewolf"" and reading dozens of comments about how underated they are, I became convinced that there is some conpiricy going on here. Alot of people are saying that people who hate it ""are only scared by gore"", ""Don't know good horror"" or stuff like that. Well, I don't really care for gore, but I do want SOMETHING to happen in a movie! Most of it is just the wife sitting and looking around! Or walking around the house/garden! A movie requires something to give it atmosphoere, you don't get it by just have pointless scenes were someone walks around and stares. Oh, and ""Makes you think""? Yeah, I was thinking ""MOVE! YOU @#$0&%!!"" One of the worst horror movie I have ever scene! <br /><br />P.s. For the record, I am a big fan of the old style of horror, Dracula, Frankenstein, That kind of stuff.",negative
"I don't know what it is about the crew from CKY, but everything they produce seems to be genius in its simplicity and stupidity. Haggard is so incredibly dumb and funny that it's almost comedic excellence. Sometimes it makes absolutely no sense, but who cares?<br /><br />It made me laugh my ass off. A must-have for the CKY/Jackass aficionado!",positive
"Well Wright may have made a gritty depiction of life around 1800 - as he so repeatedly and anally goes on about because of when it was written as opposed to published - but it is HIS not Austen's and shouldn't claim to be an adaptation.<br /><br />Mrs Bennett looks like a rural washerwoman. This is a pampered woman - they have servants (remember the book scene with the servant dressing the hair, etc)? But Wright portrays her with rough reddened skin all down her chest, rough hands and working in the kitchen. And the pigs wandering through! If he wants bucolic, he should try Tess.<br /><br />Mr Bennett - the script makes too cuddly and modern and ignored the weakness in him. The scene where he stops Mary playing is supposed to make you cringe - not pass in seconds. If it doesn't - don't include it.<br /><br />MacFadyen is very weak in the part and seems to be doing some kind of Pride by numbers acting. The first proposal he looks like a nervous schoolboy rather than a man overcoming his pride to make a proposal beneath his station. Most of his lines, he could as well be reading a shopping list.<br /><br />Lydia is awful. Completely over the top with excessive shrieking and skipping. Indeed, Knightley plays Elizabeth more like the giggling inane character Lydia actually is in the book, at times.<br /><br />And Elizabeth. Half the time Knightley is, clearly, mimicking Ehle's voice and intonation - close your eyes to see what a copy it is. And in her role you see Wright's major error - there is NO PREJUDICE.<br /><br />From the first encounter with Darcy she clearly fancies him. When he comments to Bingley on the attractiveness of the women in the hall she initially looks hurt - not shocked and affronted. The latter should set up the prejudice side of things. And when she and 'caroline' are prancing round the room she comes across like a tease, obviously all over him. And by virtually cutting out Wickham you don't get Elizabeth invested enough there to set up the prejudicial aspects falling out of that relationship.<br /><br />And apparently it is Caroline not Miss Bingley. And Mr Bingley happily wanders into Jane's bedroom. And and and - Wright can boast about how great he is with period all he wants. But a few panorama shots of rural life (which show the preference for Hardy) don't excuse him the glaring blunders all over the place.<br /><br />The cinematographer - who clearly wants awards - should have been reined in. He veered between Bronte and Hardy throughout the film - and wasn't the last proposal shots/lighting from Tess? The need to see Darcy walk along through the 'scape with unkempt shirt was just dumb. But most importantly - when going between those 2 very different landscapes they forget the most important one - Austen. (She'd have laughed out loud at the Elizabeth = sad, therefore = rain, running through to picturesque folly, wet Darcy rubbish).<br /><br />I admit I found it impossible the watch the film without using the book as context. I was prepared to give it some leeway as it had to provide the story in a short space of time. But to forget fully one half of the core of the book in prejudice and Darcy to continually look more constipated than prideful, made it almost unwatchable. I could only see it as a mess with generally poor performances (when Knightley wasn't aping Ehle she was gurning or skipping or both and only calmed down a couple of times to indicate she does have some promise - but faffing about on swings to convey emotion isn't a substitute for a poor script and poor direction) - although for some it was simply a case of bad script.<br /><br />Tom Holland alone would escape censure. While he toned down the comic aspects of Collins, he did turn in a very interesting approach. Dench does superbly the schtick she can do in her sleep whether it be here or in Oscar Wilde - but this was supposed to be Lady Catherine De Bourgh NOT Lady Bracknell. She was just a little too sane.<br /><br />The shortened length could have been handled by a competent screenwriter, surely? Not characters filling in story gaps and helping along the audience all over the place. Elizabeth couldn't have come up with the £10k figure. And while they wanted to cut time with her learning of Darcy's involvement in Wickhams marriage the lines didn't fit with Lydia. It was the worst case of incongruous exposition in the piece.<br /><br />It really is appalling stuff. Anyone who reviews it saying it works well in the context of the book is someone I frankly don't believe has read or understood the characterisations in the thing. Wright seems to think his characters are in the 1990s not the 1709s from their behaviour. I'm not convinced he has read the book - he certainly doesn't understand it. He doesn't understand Austen's acerbic wit or lightness of touch - he certainly made a dull plodding film out of it.<br /><br />What is possibly worse was the sad pathetic need of the chick lit lovers to need the 'I love you, I love yous' all over the place so they can sigh and get off on it. The fact that it has no place in a work by Austen is apparently irrelevant.<br /><br />Anyone who reviews it as a film alone? Well, more difficult for me except I would note the poor acting, the weak Darcy, and the gurning skipping inane irritation of the whole thing. If you are going to adapt you can change a lot - but if it loses the spirit and key motivations, then don't insult the book by taking it's title.",negative
"Hi there. I watched the first part when it came out, and I don't remember having left such a bad impression on me as this one.<br /><br />First, the animation is choppy, wooden, not worked on, lacks naturality - I understand the drawing style was to be of some 'atlantean' kind, but, it could be done with the usual Disney finesse... see ""Tarzan"" to see what I mean. If I didn't see the DISNEY logo in the beginning, I would never say it was a Disney movie.<br /><br />Second, the plot was more like a PC game style, like a good old quest. Not that it was bad, but it lacked a story that binds the viewer to the characters and their goals. It was inconvincing, at least. The film was meant for children, but this was waaay to childish at times.<br /><br />Third, the music... I would say it was improper, but it just fits the whole scene with the plot and animation...<br /><br />Overall, I think this was some kind of an amusement, just by-the-way kind of project by several apprentice animators, just to fill in the count for Disney movies. Sorry to hear that from myself, a big Disney lover...",negative
"The film version of 'Rising Damp' came out two years after the television series ended. Like many fans I duly went along to the cinema when it opened. I came away bitterly disappointed. Eric Chappell could not have spent very much time writing the script; most of it is rehashed ideas from old episodes. At the time of the film's release, the 'Rising Damp' series was still being repeated regularly on I.T.V. so the public was being asked to pay to see something they'd seen already. At least the 'On The Buses' movies boasted original screenplays.<br /><br />Secondly, Richard Beckinsale had died the year before, so they eliminated the character of 'Alan' as a mark of respect, substituting art student 'John', played by Christopher Strauli of 'Only When I Laugh' fame. It simply wasn't the same.<br /><br />As another poster has pointed out, Rigsby's boarding house looked nothing like the one used in the series, being bigger and altogether cleaner.<br /><br />Director Joe McGrath was one of the directors who worked on the original 'Casino Royale', a film steeped in surreal humour. 'Rising Damp' also has its share of 'Walter Mitty' style fantasy sequences, such as the 'Saturday Night Fever' parody. Personally, I found them horribly out of place. A case of 'over-egging the pudding'.<br /><br />On the plus side, Leonard Rossiter is as magnificent as ever as the seedy 'Rigsby', as are Frances De La Tour as 'Ruth' and Don Warrington as 'Philip. Its just a shame the film isn't worthy of their talents.<br /><br />When Rossiter died in 1984, it was shown by I.T.V. as a tribute, with its final scene - showing Rigsby laying prostrate at the foot of the stairs - removed in the interests of good taste.",negative
"Although this starts out promisingly, a woman in a car is weaving around dark roads in the middle of the night in the middle of the forest until she almost hits a man holding a lizard! This gave me the impression that we were going to see something special, something almost David Lynchian (if there is such a term), but unfortunately, the film starts to go everyplace, not having a core center, just sort of meandering story about a woman trying to solve a mystery of a small town. The character study goes all over the place, and I couldn't really care for any of the characters it seems, especially when some of the story all of a sudden goes into flashback mode. I had some hopes for this movie, but all in all, it was a bit of a letdown.",negative
"Julie (Meg Tilly) is a ""goody two shoes"" type high school girl who, determined to prove something to herself, allows herself to be subjected to the rituals of ""The Sisters"", a small-scale clique presided over by snooty, homecoming queen type Carol (Robin Evans). The Sisters propose that for Julie's final test she will spend the night in a mausoleum, preparing to drive Julie up the wall, but not knowing that recently deceased, ill-intentioned psychic Raymar is interred there and has plans to cause havoc from beyond the grave.<br /><br />While this debut picture for Tom McLoughlin (""Friday the 13th Part VI: Jason Lives"" and ""Sometimes They Come Back"") is limited by its obviously low budget, it's what McLoughlin and his crew are able to do with it that counts. It's genuinely creepy, unsettling fare; it might have very well scared the stuffing out of me if I were under 10 years of age, and even at my current age, it still got to me to a degree.<br /><br />Some of the effects look cheesy, but the decent looking corpses and gore are created by Tom Burman, an experienced makeup effects artist, who, while tending to be overshadowed by more famous names like Winston, Baker, and Bottin, has a good resume with other films like ""Cat People"" (1982) and ""The Beast Within"" to his credit.<br /><br />What I liked most about it was a real sense of foreboding and atmosphere, an aspect missing from some of the current trendy horror movies being shown in our multiplexes.<br /><br />Tilly is cute and appealing in her role, having recently completed her debut film work in ""Tex"" before joining this production. ""One Dark Night"" was completed some time before its release to theaters in 1983, where it actually did decent business during its first few weeks. The other actors do what they have to do well enough; familiar faces in the supporting cast include the equally appealing veteran singer / actress / voice-over artist Elizabeth (a.k.a. E.G.) Daily, Kevin Peter Hall, for once *not* playing some sort of creature character, but who unfortunately ends up with very little screen time, and none other than Adam ""Batman"" West. The director's wife Nancy, who would play Lizbeth in ""Jason Lives"", appears here as the spacey girl in front of the arcade.<br /><br />It's decent B-level horror entertainment, maybe too cheap for its ambitions, and maybe not that slick (hey, McLoughlin *was* just starting out), but definitely good for some chills.<br /><br />7/10",positive
"The Comeback starts off looking promising, with a brutal death scene by a mask wearing killer. The mask itself is pretty cool too, and looks almost identical to the one used in the 1990's slasher film ""Granny"". From then on the film is mostly boring. We get a few more deaths, which again are good, but there's not enough of them. The reason the deaths are so good is because they are frenzied and bloody. The story behind the film is actually rather interesting and would have worked very well had it not been so boring for the most part. <br /><br />I would avoid this unless you're a die-hard collector - there's not enough here to even make it an average slasher flick.",negative
"Meville's caper film is not as good as his most famous movie, the deliciously stylish ""Le Samourai (1968)."" I don't even think this is the best example of the much-loved heist subgenre. The main thing against the film is its long running time. Meville has this tendency of concentrating on too many trivial details. He could have told the same story in a relative short time, but for reasons that I don't understand, the film seems to go on and on. Still, the movie is never boring. Melville's direction impressed me and the cast is very good, especially Alain Delon as a very ""cool"" master thief. The movie's must-see color photography is a great asset and Melville uses sound (or lack of sound) in a very effective manner. From a technical standpoint, the movie is practically flawless. At times, one gets the feeling that Meville is merely showing off, but when someone is as talented as he is, one has little reason to complain. I still like other heist movies a little bit more (Jules Dassin's ""Topkapi (1964),"" just to name one), but there is no denying that this film is a good piece of pulp entertainment and a good example of what people refer to as ""cool"" cinema.",positive
"This film has a lot of raw potential. The script is sharp, the dialogue is (usually) excellent (though it could stand to lose the cheezy voice-overs), the direction and cinematography is surprisingly quite good, though some of the experimentation just doesn't work. The main problem here is David Duchovny. Once a geek-boy, always a geek-boy; and the sad, simple fact is that he's incapable of playing anything but Fox Mulder. He postures, he tries to be slick, he poses, he tries to be macho. In the end he just tries too hard. He overplays his character, he overspeaks his lines, and he's just outplayed in all ways by Timothy Hutton and Angelina Jolie, who are each in a class above him in terms of acting skill. Timothy Hutton was (as always) really good. There was a spotty moment or two where he over-dramatized his role, but you could tell he was having fun with it. He looked the part, and he became the character both physically and atmospherically. Angelina Jolie was also really good. She didn't have much of a role; in fact, I though she could have used a much stronger one...her character wasn't nearly developed enough, though she did remarkably well with what she had. And the chemistry between her and Hutton was apparent (gee, maybe that's why Uma left him...;) All in all, it was rough around the edges, but a solid effort by a good cast and great supporting roles. If David Duchovny hadn't ripped his role to pieces it would've been *that* much better. 7/10.",positive
"NBC should be ashamed. I wouldn't allow my children to see this. I definitely would tell my church to stay away. This movie is proof as to why NBC has always been a 3rd rate network The producers, actors, and writers should get on their knees and beg God's forgiveness for making this work of fiction. There were no pirates. Noah's wife didn't parade around on the deck of the ark. The ark had NO deck. Lot wasn't even born when this event took place. Did anyone attached to this project try reading the Bible? There were more than two animals of each type taken. Read the story in Genesis. How could anyone bring this to any screen, small or large!",negative
"The 74th Oscars was a very good one. Whoopi's work as EmCee was very funny, and light. I personally loved her last apperance, which garnered some frigid reviews due to coarse language and salacious jokes, but that's fine. The audience seemed to like it. Halle Berry, Denzel Washington, Ron Howard, Woody Allen, and Sidney Poitier made this an Oscar telecast to remember.<br /><br />",positive
"I bought this video at Walmart's $1 bin. I think I over-paid!!! In the 1940s, Bela Lugosi made a long string of 3rd-rate movies for small studios (in this case, Monogram--the ones who made most of the Bowry Boys films). While the wretchedness of most of these films does not approach the level of awfulness his last films achieved (Ed Wood ""classics"" such as Bride of the Monster and Plan 9 From Outer Space), they are nonetheless poor films and should be avoided by all but the most die-hard fans.<br /><br />I am an old movie junkie, so I gave this a try. Besides, a few of these lesser films were actually pretty good--just not this one.<br /><br />Lugosi is, what else, a mad scientist who wants to keep his rather bizarre and violent wife alive through a serum he concocts from young brides. They never really explained WHY it had to be brides or why it must be women or even what disease his wife had--so you can see that the plot was never really hashed out at all.<br /><br />Anyways, a really annoying female reporter (a Lois Lane type without Jimmy Olsen or Superman) wants to get to the bottom of all these apparent murders in which the bodies were STOLEN! So, she follows some clues all the way to the doorstep of Lugosi. Lugosi's home is complete with his crazed wife, a female assistant and two strange people who are apparently the assistant's sons (an ugly hunchbacked sex fiend and a dwarf). Naturally this plucky reporter faints repeatedly throughout the film--apparently narcolepsy and good investigative journalism go hand in hand! Eventually, the maniacs ALL die--mostly due to their own hands and all is well. At the conclusion, the reporter and a doctor she just met decide to marry. And, naturally, the reporter's dumb cameraman faints when this occurs. If you haven't noticed, there's a lot of fainting in this film. Or, maybe because it was such a slow and ponderous film they just fell asleep!",negative
"The movie had a lot of potential, unfortunately, it came apart because of a weak/implausible story line, miscasting, and general lack of content/substance. One of the very obvious flaws was that Sean Connery, who played an Arab man, didn't know how to pronounce his own Arab name! This may seem a small flaw but it points to the seeming lack of effort in paying attention to details. The quality of acting was uniformly well below average. <br /><br />Movie's solitary saving grace was the twist in the plot at the very end; and a french song (I don't recall the title). Overall, it was a pretty bad movie where Sean Connery was visibly miscast.",negative
"Two years ago at Sundance I loved Josh Kornbluth's directing debut-Haiku Tunnel. So I was looking forward to his brother (and frequent collaborator) Jacob's, The Best Thief in the World. This is a drama about a seemingly good kid growing up in a lower-class area of New York. The movie is not without its poignant moments. But at times it is as if Kornbluth is working way too hard to state the obvious: Life can be very difficult for some people. And life isn't fair.<br /><br />More subtle, and more important, is our understanding that despite all of these somewhat abhorrent cultural underpinnings and the anti-social behavior they may spawn, these characters have no shortage of goodness and humanity. We can recoil at their language and their living conditions, but we are cannot discount their intent. And in fact, their struggles to maintain a family under such adversity has a certain nobility that most of us can barely appreciate. Kornbluth grew up in this neighborhood, and his compassion for the people is evident throughout.<br /><br />Having said all this, The Best Thief in the World suffers from many painful flaws (including the title). The characters aren't very believable. The writing is uneven. And the plot-line is barely discernible. And for many the most disturbing is that Kornbluth uses two young black boys mimicking gangsta rap between scenes. To each his own: But while I don't question the potential realism of this phenomenon, it pains me to see 5-year-old children mf'ing and talking about having sex with a line-up of women. It's unnecessary shock value and is a forced bit of borrowed interest.",negative
"The writers probably had no experience in the army, and probably never glanced at a history book, but I still give this cheaply produced war film some credit for taking a long-needed look at the role of black soldiers in the second world war.<br /><br />The action is confused and unbelievable--any episode of Combat! has better production values, but the cast is interesting. Seeing New York Giant Rosie Greer was worth the buck I paid for this. The art direction is fifth rate--the men wear Korean War uniforms, and it was pretty lousy weather by the time the U.S. Army reached Germany in 1944, not sunny as they show here, and I don't think the terrain resembled Northern California. The script never does make clear why the black support troops are used as combat soldiers. There is a nice touch that shows some of the men carrying Springfield rifles instead of M-1s, which second rate troops probably would have been issued with.<br /><br />This basic story idea(racist southern officer commanding black troops) should have been expanded into a big budget production back then, and its not too late to try it now. You have to take this for what it is, and I admire the creators of this film for making the effort.<br /><br />I remember seeing this a while ago and thinking it was set in Italy, which would have made more sense because there were black combat troops operating there in 1944.",negative
"I saw this on cable recently and kinda enjoyed it. I've been reading the comments here and it seems that everyone likes the second half more than the first half. Personally, I enjoyed the first story (too bad that wasn't extended.) The second story, I thought, was cliched. And that ""California Dreaming,"" if I hear that one more time... Chungking Express is alright, but it's not something that mainstream audiences will catch on to see, like ""Crouching Tiger.""",negative
"Kathryn Bigelow and Mark Boal are already preparing a sequel about a young US corporal in Afghanistan. He also happens to be a highly-qualified surgeon and is roaming freely around Kabul, operating on wounded NATO soldiers. On a particularly difficult mission, he casually picks up a sniper rifle and shoots Osama Bin Laden from a distance of about 3000 yards. He is then finally promoted to sergeant, but is unable to decide between a sniper and surgeon career, so he quits from the Army altogether. One year later, frustrated with civilian life, he joins the Navy and the last scene shows him proudly wearing a white uniform.",negative
"When it comes to movies I can be pretty picky, and I'll complain about anything and everything that is done wrong. While every movie has its flaws, The Night Listener had an exceptionally low count.<br /><br />If you read the last review (it was hard, since half of it was written in caps and it contained no actual information about the movie), you may have been led to believe that this movie was not too well done. Unfortunately, if you read more than 3 lines into that same review, you discovered the poster's reason for disdain: he/she does not like the fact that the director is gay (or that the production team smokes crack...apparently).<br /><br />So, despite the fact that I have never written a review before, I thought this movie deserved one based on its merits, not the sexual orientation of its director. Let's go over a quick checklist first: 1. Great plot? Absolutely. I won't give a shred of it away, but the plot is highly compelling and definitely not what one would expect based on the commercials. This is a thriller, not a horror, and it should be approached as such. The story really will amaze you, even more so because it's true (and the plot did stay quite faithful to the actual events).<br /><br />2. Wonderful Acting? Oh Yes. Robin Williams long ago broke free from the chains of the comedy type-cast, and he has since flourished in serious roles for which many people would have wrote him off just a decade ago. He once again achieves high form in his role in The Night Listener, playing a radio host who becomes increasingly troubled by and entangled in a case of...well, I'll let you see for yourself.<br /><br />3. Excellent direction? Certainly. Now, unlike the other poster to which I referred, I actually know something about direction. I've been sutdying the art of direction at school now for 3 years. Of course I really don't think that makes a lick of difference (the only thing that matters is if YOU like the direction), but I thought I should simply establish once again that I'm basing my opinions here on something both substantial and relevant...for example: not the sexual orientation of the director (or the alleged drug habits of the production team, LOL).<br /><br />Patrick Stettner's direction was moody and dark, and he allowed the angles and lighting to help create those so-sought-after feelings of ""tension and release"" rather than the messy, fast-paced camera-work and quick cuts we're so often subjected to today. Some people can truly show you a story through their camera, while other's feel as if they have to make the story with the camera. I really appreciate when someone these days has the courage to just use the camera as its supposed to be utilized, which is as an eyeball through which we all see.<br /><br />4. Lighting, cinematography, and editing? Great all around. I've already wrote so much, and I could go on about these last three things for another ten paragraphs, so I'll just wrap it up.<br /><br />In short, go see this movie. Don't listen to people who have alterior motives for trashing it, especially if they're so stupid that they unknowingly reveal that motive 1/4 of the way through their post. Enjoy the show! -Ben",positive
"This is one peace of art! If you like comedy you should watch this! Here comes a funny moment from the movie: ""spoiler""<br /><br />Nikolai and Goroshkov are walking together in Paris for the first time. They are visiting the local market. And Goroshkov goes: -""Look Nikolai, how much food they have! Look! One-two-three-ten-thirty-fifty-hundred kinds of meat! But if ask for a tiny-tiny peace, just for the taste, they won't give you. French are very greedy!"" Then Goroshkov takes Nikolai to a TV-shop...Goroshkov: ""Tell me, who needs all these televisions? Look at this monster here, for example!"" Goroshkov points a finger at the ""monster""-TV and goes: ""And this motherfu*ker...he is supposed to be digging a ditch, but no, he's on TV...wait a minute... that's ME! hahah!""<br /><br />Wanna laugh? Watch the movie, you won't regret!",positive
"<br /><br />One of the best films I've ever seen. Robert Duvall's performance was excellent and outstanding. He did a wonderful job of making a character really come to life. His character was so convincing, it made me almost think I were in the theater watching it live, I give it 5 stars.",positive
"Virtual Sexuality proves that Britain can produce romantic comedies as vapid as those from America. The only differences are an ending that ties up the loose bits differently than an American film would and a cameo by Ram John Holder, which is always welcome. That's enough to make this a watcher on a cold winter's night.",negative
"I may be a good old boy from Virginia in the Confederate States of America, but this man does it for me. That mustache gets me riled up. I remember when I first saw a video of his. That girl he beat was amazing. The depth of his acting when they cut to his weathered facade was a new level of masculinity. It reminds me of the granite sculptures of our Mt. Rushmore. If I could ask him one question, it would be,""If you were a hot-dog, would you eat yourself?"" Will Orhan be doing a reunion tour? Take note from the greats like Gordon Lightfoot, true music from the heart never fades away. Vive La John Denver. Gracias my friend, O.F.F.L. (Orhan Fan For Life)",positive
"Just saw the movie this past weekend, I am upset, and disappointed with it. Basically, the movie tells you that immigrants, the ones from former Soviet Union especially, come to this country, bring everyone they can with them from the old country, and invade and take over what Americans have been working for. Which is a very wrong way of looking at immigration, and a much worse way of telling people about it. That's the main thing. Another thing, the overall writing, directing and filming is on the level of village amateurs. The actors did pretty well, but it wasn't up to them save this bunch of crap. A few jokes were funny, but most were bad and cheesy. Couldn't wait to get out of the theater, want my money back.",negative
"In THE BARBARIAN AND THE GEISHA, John Wayne plays Townsend Harris, a real envoy from the United States who was responsible for truly opening up Japan to International relations in the late 1850s. Before him, Commodore Perry basically pushed into Japan with gunboats and forced a treaty upon the Japanese in 1853. Harris, who arrived just a bit later, worked through the details and helped ensure compliance--as many of the Japanese felt no particular inclination to honor the first treaty. All this is true and shown in the film. According to some other sources I found, the romance between Harris and a Japanese Geisha is mostly fiction and this romance is much of the focus of this film (hence, the title).<br /><br />My first reaction the first time I saw this movie was one of surprise. John Wayne as a diplomat?! When he's being diplomatic in most films, he says please and thank you as he pummels people!!!! So seeing him playing a man who is NOT a man of action and is able to play the diplomatic game seemed very odd indeed. In fact, I can't think of too many actors in 1958 who would have been more unusual for this role. By the way, I've seen photos of Harris and Wayne has practically no resemblance to him at all.<br /><br />However, despite the story taking a lot of liberties with the truth and the strange casting, the film is still very watchable. The color cinematography is nice, the film shows some nice insights into Japanese customs and culture and the acting isn't bad. All in all, a likable and watchable film despite it's odd casting.<br /><br />PS--Read through the trivia for this film. You find out a bit more about the real life characters as well as a supposed fight between Wayne and the director (John Huston) where Wayne apparently knocked him out!! Based on what I've read about Huston and the way he got along with actors, this is an incident I tend to believe. And, it's also a nice example of John Wayne ""diplomacy"".",positive
"Sometimes Full Moon makes entertaining movies. This isn't one of them. Full Moon is like a low-key Troma. Their movies aren't as violent or off the wall, but they're usually just as devoid of talent. The acting in this movie isn't terrible but the script is pretty bad, and overall it's pretty boring and it doesn't even contain any nudity (like many Full Moon movies) to somewhat redeem it. Skip this one, and go rent ""Head of the Family"".",negative
"Sheba Baby is always underrated most likely because it has a pg rating instead of the usual r rating that a Grier movie gets. all that the pg means is that Pam doesn't take her top off, she takes her top off in every other movie she's been in though so. it is more exciting than Coffy, more action. it takes off slow but by the time she's on screen the thrills have started. like Dolemite d'urville martin is the heavy trying to get Sheba's father, but she ain't having that. she wages a one woman war against martin and his gang of cronies. the best scene is with a stupid pimp in his car which i'm still laughing about. i thought it would be stupid because of the pg rating but i was wrong it replaces sex with violence and in a blaxplotation film that can only be good!",positive
"Unfortunately, this movie never made it to DVD. I saw it when it was first released to the theaters in 1983, and then again when the VHS was released in 1992. When I recently saw a VHS copy at a flea market, I immediately bought it. I was not disappointed. First, the obvious: Claudia Ohana is beautiful and a joy to behold. But then, the film takes you into an unreal world where you have to reflect on your values and decide what is really important to you. The movie is about a lot of things. It is about how the World Bank and large corporations exploit and enslave developing countries with their capitalist schemes to force them into a debt that they can never repay. It is about how our economic system exploits us by forcing us into debt with credit cards, mortgage, and car payment. It is about trying to save an innocence that maybe we have never really had and maybe we cannot really save. It is about good and evil and about how hard it is sometimes to tell one from the other. It raises a lot of questions but does not give answers. I think sometimes this is good. For this reason, this is a film really worth saving and seeing.",positive
"A demented scientist girlfriend is decapitated so he brings her head back to life. Honest this is the plot of the movie. He try's to get her another body he searches through the sleaze area of town for that perfect body. For some reason he has ugly looking monster in a closet at his cabin. The sleaze style of the movie is laughable. No one in the movie can actually act including the head. The closet monster is a man with a mask tie on and you can really tell. The plot is slow, weak and the ending is so badly done. Watch the Mystery Science Theater 3000 version of this move. Believe me folks I wouldn't watch this movie on its own.",negative
"This movie was quite a pleasant surprise. I had anticipated it for a long time, and was afraid going in that it couldn't possibly live up to my expectations.<br /><br />It exceeded them.<br /><br />I adored this movie.<br /><br />Hilarious from start to finish (stay until after the end credits!), it is absolutely remarkable how a movie about dumb and annoying characters can be so intelligent, witty, and engaging.<br /><br />With it's obvious matte paintings, the movie's future Earth recalls the Planet of the Apes series and other Sci-Fi movies of that era.<br /><br />In fact, this movie is essentially Planet of the Apes, but with people who are the mental equivalent of apes.<br /><br />It moves at a fairly brisk pace, and Luke Wilson carries the movie quite well, with a character that recalls the one he played in ""Bottle Rocket."" (There's even a not-so-subtle nod to ""Bottle Rocket"" in an early scene).<br /><br />Maya Rudoulph is also surprisingly good as a former ""painter"" who was frozen as well.<br /><br />Despite all its strengths, ""Idiocracy"" has the distinct feel of a movie that was taken away from the director/editor before it could be fine-tuned.<br /><br />I cannot for the life of me understand why a movie this funny would just be dumped into a few theaters with no advanced screenings, no trailers, no marketing whatsoever.<br /><br />It's as if the studio decided they were not going to spend any more on it and just walked away.<br /><br />Or maybe they thought the movie had the makings of a cult classic, and the only way for it to become a true cult classic was to set it up to fail? <br /><br />Whatever the case, it is a shame, because Mike Judge and this film in particular deserve better.<br /><br />I predict this movie will have real legs on DVD, and word of mouth will propel it to the success it deserves.<br /><br />Perhaps the Fox Executives saw themselves in the characters, were confused, and thought it was a documentary?",positive
"This movie is deeply idiotic. A man wants revenge for a crime- but when he enacts his revenge- there is a video camera pointed right at him the entire time. What man with a brain cell in his head would sit there and do this for so long in front of a video camera?<br /><br />Just the fact that this script could never even happen except with someone unable to dress themselves destroyed it for me- but it got dumber!!!<br /><br />I am thinking the script writers have some serious habits that are cooking their brain cells and making them miss plot holes you can drive an battalion of armored tanks through.<br /><br />PLOT: a man seeks revenge for the death of loved ones, but in the middle of the plot something goes totally wrong, and then the unexpected unfolds.<br /><br />If only these people writing this story hadn't been so dumb as to write totally unrealistic plot turns that could never happen this way. To the writers I say- seek help for your serious mental problem.",negative
"""Bullfighter"" was made in 2000 but it is being released on video 5 years later for some reason. I wonder why? Could it be: The confusing storyline, the incomprehensible dialogue said by Oliver Martinez, and the annoying editing? It's got to be. I think the plot was Mary (Michelle Forbes) and Jacque (Oliver Martinez) go on a mystical road trip. They meet a lot of wacky characters and avoid some evil ones too. The movie looks great and there is a lot of style, but there is no substance. Most movies, when trying to subtle, don't call attention to themselves with unanswered plot developments, and weak special effects.<br /><br />Don't be fooled by the cover: Willem Dafoe is in it for 2 minutes at most.",negative
